pressure14_063,temperature14_063,k,o,r
1.301839999999999918e+03,4.897859999999999658e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.303829999999999927e+03,4.922060000000000102e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.318980000000000018e+03,5.001870000000000260e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.336089999999999918e+03,5.143430000000000391e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.365650000000000091e+03,5.339339999999999975e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.384039999999999964e+03,5.584190000000000431e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.398109999999999900e+03,5.902689999999999770e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.388160000000000082e+03,6.296050000000000146e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.394559999999999945e+03,6.730419999999999625e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.398549999999999955e+03,7.132419999999999760e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.407359999999999900e+03,7.540680000000000049e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.417640000000000100e+03,7.954349999999999810e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.426619999999999891e+03,8.303150000000000475e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.422089999999999918e+03,8.537570000000000547e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.441150000000000091e+03,8.718989999999999796e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.437410000000000082e+03,8.834609999999999630e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.427390000000000100e+03,8.905799999999999272e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.445039999999999964e+03,8.906810000000000116e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.459130000000000109e+03,8.860250000000000625e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.384650000000000091e+03,8.809509999999999508e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.365900000000000091e+03,8.734650000000000247e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.355789999999999964e+03,8.716450000000000031e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.432519999999999982e+03,8.470769999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.349410000000000082e+03,8.443839999999999790e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.327700000000000045e+03,8.500640000000000640e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.224430000000000064e+03,8.642450000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.192650000000000091e+03,8.651699999999999946e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.133579999999999927e+03,8.538729999999999265e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.091759999999999991e+03,8.544629999999999725e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.049420000000000073e+03,8.569520000000000692e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.020559999999999945e+03,8.570999999999999730e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.996989999999999554e+02,8.548539999999999139e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.935910000000000082e+02,8.525909999999999656e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.732789999999999964e+02,8.497199999999999420e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.638120000000000118e+02,8.477479999999999905e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.457870000000000346e+02,8.459339999999999193e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.057780000000000200e+02,8.456300000000000594e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.917369999999999663e+02,8.535280000000000200e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.632849999999999682e+02,8.663230000000000430e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.453479999999999563e+02,8.826029999999999376e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
